pathway,processes,12858.0BR.3.R1.fastq.gz,12858.0KC.2.R1.fastq.gz,12858.0MR.4.R1.fastq.gz,12858.0TB.1.R1.fastq.gz,12858.10BR.49.R1.fastq.gz,12858.10KC.47.R1.fastq.gz,12858.10MR.50.R1.fastq.gz,12858.10TB.46.R1.fastq.gz,12858.11BR.52.R1.fastq.gz,12858.11KC.51.R1.fastq.gz,12858.11MR.53.R1.fastq.gz,12858.11TB.81.R1.fastq.gz,12858.12BR.56.R1.fastq.gz,12858.12KC.55.R1.fastq.gz,12858.12MR.57.R1.fastq.gz,12858.12TB.54.R1.fastq.gz,12858.13BR.60.R1.fastq.gz,12858.13KC.59.R1.fastq.gz,12858.13MR.61.R1.fastq.gz,12858.13TB.58.R1.fastq.gz,12858.14BR.64.R1.fastq.gz,12858.14KC.63.R1.fastq.gz,12858.14MR.65.R1.fastq.gz,12858.14TB.62.R1.fastq.gz,12858.15BR.68.R1.fastq.gz,12858.15KC.67.R1.fastq.gz,12858.15MR.69.R1.fastq.gz,12858.15TB.66.R1.fastq.gz,12858.16BR.72.R1.fastq.gz,12858.16KC.71.R1.fastq.gz,12858.16MR.73.R1.fastq.gz,12858.16TB.70.R1.fastq.gz,12858.17BR.76.R1.fastq.gz,12858.17KC.75.R1.fastq.gz,12858.17MR.77.R1.fastq.gz,12858.17TB.74.R1.fastq.gz,12858.18BR.82.R1.fastq.gz,12858.18KC.79.R1.fastq.gz,12858.18MR.83.R1.fastq.gz,12858.18TB.78.R1.fastq.gz,12858.19BR.86.R1.fastq.gz,12858.19KC.85.R1.fastq.gz,12858.19MR.87.R1.fastq.gz,12858.19TB.84.R1.fastq.gz,12858.1BR.7.R1.fastq.gz,12858.1KC.6.R1.fastq.gz,12858.1MR.8.R1.fastq.gz,12858.1TB.5.R1.fastq.gz,12858.20BR.90.R1.fastq.gz,12858.20KC.89.R1.fastq.gz,12858.20MR.91.R1.fastq.gz,12858.20TB.88.R1.fastq.gz,12858.21BR.94.R1.fastq.gz,12858.21KC.93.R1.fastq.gz,12858.21MR.95.R1.fastq.gz,12858.21TB.92.R1.fastq.gz,12858.22BR.98.R1.fastq.gz,12858.22KC.97.R1.fastq.gz,12858.22MR.99.R1.fastq.gz,12858.22TB.96.R1.fastq.gz,12858.23BR.102.R1.fastq.gz,12858.23KC.101.R1.fastq.gz,12858.23MR.103.R1.fastq.gz,12858.23TB.100.R1.fastq.gz,12858.24BR.106.R1.fastq.gz,12858.24KC.105.R1.fastq.gz,12858.24MR.107.R1.fastq.gz,12858.24TB.104.R1.fastq.gz,12858.2ABR.15.R1.fastq.gz,12858.2AKC.10.R1.fastq.gz,12858.2AMR.12.R1.fastq.gz,12858.2ATB.9.R1.fastq.gz,12858.2BBR.11.R1.fastq.gz,12858.2BKC.14.R1.fastq.gz,12858.2BMR.16.R1.fastq.gz,12858.2BTB.13.R1.fastq.gz,12858.3BR.19.R1.fastq.gz,12858.3KC.18.R1.fastq.gz,12858.3MR.20.R1.fastq.gz,12858.3TB.17.R1.fastq.gz,12858.4BR.23.R1.fastq.gz,12858.4KC.22.R1.fastq.gz,12858.4MR.25.R1.fastq.gz,12858.4TB.21.R1.fastq.gz,12858.5BR.28.R1.fastq.gz,12858.5KC.27.R1.fastq.gz,12858.5MR.29.R1.fastq.gz,12858.5TB.26.R1.fastq.gz,12858.6BR.32.R1.fastq.gz,12858.6KC.31.R1.fastq.gz,12858.6MR.33.R1.fastq.gz,12858.6TB.30.R1.fastq.gz,12858.7BR.36.R1.fastq.gz,12858.7KC.35.R1.fastq.gz,12858.7MR.37.R1.fastq.gz,12858.7TB.34.R1.fastq.gz,12858.8BR.40.R1.fastq.gz,12858.8KC.39.R1.fastq.gz,12858.8MR.41.R1.fastq.gz,12858.8TB.38.R1.fastq.gz,12858.9BR.44.R1.fastq.gz,12858.9KC.43.R1.fastq.gz,12858.9MR.45.R1.fastq.gz,12858.9TB.42.R1.fastq.gz
CHLOROPHYLL-SYN,chlorophyllide-a-biosynthesis-I-(aerobic-light-dependent),462.8563943,5467.410455,921.4695371,0,2705.238701,6672.750556,615.3553879,321.9266897,2796.335952,2996.183453,3845.44384,171.0889306,855.6527453,5193.41196,2860.611144,208.2295149,2010.005233,3123.218154,742.8069127,130.9671902,1069.386832,2099.117621,4737.812085,233.0313653,1206.492459,2661.347013,2581.59092,194.4745062,2924.800955,343.8846832,812.3496883,0,1525.212056,3515.462123,1461.490697,0,196.6552983,1190.757449,8403.716994,1356.67329,1155.401015,5491.960788,2267.385071,811.0730358,617.4277337,1878.424226,916.2000911,538.9778754,2239.256974,5251.201812,3663.840699,571.2357529,3490.766105,6413.296816,9523.149653,0,1806.841465,4485.346533,3209.421353,0,1331.553338,2166.722031,6477.991724,79.03875132,1814.315579,2971.788114,4328.440037,510.3487339,76.71082402,3106.741715,939.9635379,97.19311803,8693.434156,237.1155373,2672.597328,276.1908629,754.9477786,1874.088462,2032.574722,391.2832847,509.6942137,3342.315447,2202.427713,0,0,7969.317013,3193.764953,1631.164693,1673.186916,4872.251189,2521.437153,3229.273325,925.6590534,773.6750377,4710.383933,116.7300588,401.1088531,4859.377652,4235.193887,0,1060.873461,6569.135574,4986.722095,307.4297832
COA-PWY,coenzyme-A-biosynthesis-I,32847.52876,24861.18444,12221.81132,25062.41258,25317.33203,30034.94285,23411.14007,25126.27739,22480.81675,18912.03191,27852.41298,29897.76406,15463.0605,25877.75045,18381.19851,14223.55918,16096.35412,18161.49818,22090.74255,19788.64092,18864.03269,17939.15368,22651.50067,20106.99526,18581.44335,23742.00823,15484.11177,21953.10655,23416.42992,25509.65567,16993.23,15622.29012,18436.59729,25165.27159,27061.18889,30848.25679,15925.37408,18646.58018,31925.32702,30041.96908,29713.08333,34541.51905,27252.20205,25483.21494,27567.88163,28076.25992,21189.72378,19965.84155,26338.77151,28636.86065,38215.31485,28860.09425,29685.45327,36514.7699,36389.49948,23082.05332,32915.92807,33759.22961,30102.28556,30058.12772,30712.47703,41827.33133,37645.70941,37369.99335,32823.33615,32170.71337,32858.91908,25127.05851,35326.67713,22656.02677,17817.8917,24981.30811,28990.55598,35930.22854,31058.65208,33820.7351,30070.99664,34122.07399,21474.00279,24026.44849,25029.33154,37587.18158,22132.25249,24649.98368,10223.22953,34486.93836,24989.35289,18836.22666,31492.16427,26195.36069,21022.07059,29139.05351,20764.60854,37220.41512,36581.50745,9513.505817,23481.74045,39583.72238,29853.30539,32195.31165,21342.3533,25079.71276,25778.28746,13566.48229
COBALSYN-PWY,adenosylcobalamin-salvage-from-cobinamide-I,14539.20967,7539.781781,4637.212076,14265.53154,9450.46607,12564.04607,6039.442367,7401.699577,10553.30984,8128.422172,10676.1224,12304.92389,6549.490843,10160.68345,7151.063828,8531.942641,6880.215755,7198.623304,19359.95582,7702.64284,7202.101867,7947.26203,10681.48341,7360.526936,7945.511729,12186.1416,7562.977327,7956.911184,10495.92587,14097.25782,9762.007294,3508.660103,13074.58966,12380.69421,12747.05892,11975.55429,7619.480637,8831.192372,13698.40251,13004.38816,12746.97577,17099.0596,11982.60392,7395.471031,10727.54232,12828.99294,9118.820564,6580.644798,10952.44258,15252.96794,16449.23061,13382.40372,13061.52638,19666.79973,14930.55615,5763.121899,11734.58016,18542.08499,12578.96798,11234.67498,11803.27478,35310.19245,15408.57776,12969.06788,13231.12506,21787.75077,13809.84285,7871.157409,13000.85096,6145.85463,8051.404542,9289.606828,13219.75354,33051.78136,5581.952368,14023.29392,14251.85745,5748.785935,6844.059752,8293.160281,10239.77067,17234.59939,9141.198496,10829.85147,7452.325853,16240.68426,8283.352836,8044.476135,11806.37618,14067.14678,5838.795153,12396.78951,5839.308639,18807.35628,17461.46295,3783.223469,9159.436221,21906.95488,10890.58588,9932.381253,10689.69735,12050.33988,12195.28593,4861.050414
CODH-PWY,reductive-acetyl-coenzyme-A-pathway,416.7613421,244.6761596,612.326782,6823.146077,380.937808,162.9437248,94.3854106,1585.851921,201.1637535,0,94.35272149,756.1470655,173.0334911,0,108.7254842,288.2361965,321.2984432,0,23.88574058,1872.739712,223.5045381,30.55700225,104.7403855,1791.505642,271.7623878,13.30250262,116.4889611,1457.215113,852.9155899,0,19.96148847,614.7461592,177.9432045,61.05306349,160.3476227,1041.924475,129.4714626,0,232.9113499,2104.787173,392.1372572,86.06848446,79.64493404,2030.873665,768.874238,26.58314683,0,1564.594924,141.8433763,23.97021116,485.0235231,888.6641194,131.4115998,45.21591609,66.54894614,1220.537403,99.61512231,35.94084099,202.5438677,2504.504711,147.3377616,0,147.4640526,915.9698132,720.2424258,0,0,658.6000958,652.4428558,367.8240818,42.58622668,2095.895764,521.7428584,19.91838733,144.8803703,5615.870538,838.0080406,58.61257167,222.1332986,1591.06538,822.7388823,123.419707,592.8932372,0,19.88115894,47.90363566,106.2662594,344.141711,348.9591379,47.85238661,54.5612178,750.4676794,273.7049988,0,128.8104998,308.1787692,692.5301033,75.8026028,678.0614643,2097.983749,1529.100859,0,139.2461475,780.9715076
COLANSYN-PWY,colanic-acid-building-blocks-biosynthesis,14785.67379,14806.27394,5705.212762,12145.79746,14732.68753,20908.37593,10032.59304,7245.120907,13399.01187,13711.4827,16029.03476,12693.95468,8887.993077,17604.05047,10613.99998,4632.595818,8023.532902,12041.13228,26266.99193,5355.291885,8119.049807,11980.82844,15811.85213,6067.991206,9800.358842,19482.70259,10494.36241,8787.201237,14413.25215,20323.28535,12576.68527,4353.449267,10296.68694,20234.76342,16002.4208,13211.66828,9093.683674,15172.66618,20868.58092,15623.54355,11824.32117,27971.63933,13540.2459,9538.254975,11701.22916,19085.60187,8151.402005,6052.166309,12395.43422,25739.04892,18382.78554,14513.17497,16121.42386,29456.18822,23561.08517,4142.787539,12466.16489,24759.67018,16689.45953,9047.161077,11749.9053,44115.62883,22122.52499,12582.74736,14366.56318,28569.63244,18052.64533,8030.743625,15471.30045,9655.203562,7252.243522,7750.031105,19384.11697,14352.02901,9351.919465,14949.59807,13929.61204,9850.878756,10059.73912,8908.005829,11516.48664,27160.46054,10800.14202,11542.6982,9222.652896,24482.56113,11933.2986,11676.41112,15130.20251,19041.65151,9677.417804,14255.93972,8113.439616,31549.99932,23183.08246,4601.408958,8841.027128,36584.52721,15691.31416,11521.8251,10029.15636,20634.36229,18102.215,6356.032274
COMPLETE-ARO-PWY,superpathway-of-aromatic-amino-acid-biosynthesis,38195.80869,17527.78674,13401.77908,27672.57886,29338.4811,36095.65008,26099.26778,24239.46117,25652.73139,23157.98579,32362.42996,33116.25848,17794.37518,31459.62088,21214.85974,16209.63666,18295.56604,22910.94908,30418.59557,18435.44591,21246.94802,22437.68596,27997.37224,19514.89664,21694.46299,29032.20498,18301.39916,23250.20534,27689.19556,32747.21332,21269.68815,15809.4437,21754.20285,31246.32816,31602.58898,31888.11899,19245.11948,23662.3883,36845.40059,33753.5136,34071.59782,40311.84228,32896.70912,24781.82144,31247.27579,34366.84508,24956.35308,21075.50824,30944.27831,35457.73781,42774.29858,33313.42654,34780.4255,41677.2358,42420.83654,23562.17315,38133.73693,39825.39768,35854.41716,31829.16863,34818.45307,56702.17942,44069.27467,40066.1163,35576.46025,39727.2539,38472.31497,26445.43353,43509.97187,26403.47475,20755.96412,25242.25202,33284.6284,54510.81193,35504.70046,35876.70321,35443.954,40279.86448,24119.34888,25726.50372,29593.90925,46774.44248,26116.5592,28894.18712,13619.96361,42842.39172,28061.11357,22341.89549,35297.73849,33438.65696,23199.81795,29072.05927,23674.97729,45853.51958,44455.57458,10193.67129,23779.5469,50451.70417,33640.80331,33559.82723,23064.55296,30654.96024,30870.48152,15543.20246
CRNFORCAT-PWY,creatinine-degradation-I,2846.422014,977.2609578,772.471745,1663.959291,1341.779607,2532.218984,855.4349862,340.491113,2262.301479,3239.370959,2014.733005,1222.959325,715.7320926,3845.115382,924.2962417,0,1320.77831,2645.468977,179.7714501,277.0469687,1805.994334,4036.545853,2295.888012,0,2820.568354,2176.604903,1590.961217,1611.546698,3066.667909,6304.659666,1301.568654,690.2145323,1572.442201,4299.094353,5804.445354,1507.027909,853.4727926,2100.653067,2232.290215,2116.108848,3144.044651,3898.948935,1488.972684,1236.722467,1935.763187,4535.984453,1624.270189,1188.630285,1181.853528,4036.459301,5470.860816,724.8929261,1879.141084,3495.769516,3308.344994,252.6238878,2315.880444,4062.596975,2289.093951,928.0974548,2837.977969,3811.976531,4234.000432,1676.509176,2449.718375,5243.000784,3037.327105,1560.03921,2908.575223,1514.69709,1659.1555,1394.094388,6891.43135,2283.27369,566.7136333,1115.253499,3673.079404,454.8927991,1760.067392,1033.071304,1087.422688,1944.243104,1791.033923,1514.127201,837.7684085,3185.26188,855.3633215,1902.885133,1607.480058,1030.993867,640.4593075,2798.416125,1488.100133,5282.531599,2740.371648,692.5224717,1259.802134,6680.668965,1194.216898,1100.246844,2037.497489,2147.168409,1553.895232,298.514514
DAPLYSINESYN-PWY,L-lysine-biosynthesis-I,33941.37125,14704.9204,11703.34418,20480.42651,25543.72199,32842.37361,23670.25517,12323.81885,22145.52393,20533.63649,28544.18944,26963.64287,15853.09397,28527.95745,18072.19962,12821.12413,15061.48921,20027.72859,29096.0341,10801.44825,18700.47619,20766.37283,23465.16288,12946.30771,19406.15879,27006.47142,15385.85774,18523.98692,24254.29922,30852.05323,19282.6563,12787.66738,19117.09688,29040.36514,29673.69936,25663.06096,17382.38558,21388.12536,30647.99252,25524.16191,30833.07385,36633.78767,27955.11388,20092.99474,25021.18385,31678.86895,22687.81636,15581.79723,26858.86865,30829.82318,37185.8404,27010.02689,30463.07259,39026.07715,35791.01916,17429.33325,33698.06319,36934.3562,31827.95593,21562.90348,31474.93091,49435.86495,37199.00474,32476.62988,29851.12393,37019.89472,33554.03155,23890.42732,36856.0043,17646.50954,18202.93875,17515.92027,25060.1121,48560.01501,20875.08554,25765.99905,29333.63885,25910.55324,20307.41624,19383.87064,24552.39151,40803.46486,21901.84537,24540.39054,12593.51148,36431.2878,25140.63268,18251.04993,28573.92025,29577.28959,20537.75378,22084.13134,17520.98507,44284.96686,38657.82111,8609.982615,16252.36654,46566.16713,27788.98915,25275.79348,18322.33188,28470.58908,26103.25766,12691.02421
DENITRIFICATION-PWY,nitrate-reduction-I-(denitrification),2677.338908,31.83808526,466.3645591,0,1637.342907,668.3949389,1996.391233,84.63642446,2066.889558,293.1778922,1467.47415,0,859.405306,443.3461775,1058.707447,363.4689779,1391.840577,1792.298285,113.5548221,0,2359.098119,470.7876674,855.318123,279.4351482,2885.307252,1814.310061,861.6207827,401.5308076,2155.54606,2657.238245,483.5934687,128.8032655,1397.737463,2289.719263,1856.659822,0,1561.021854,1447.699105,1692.519306,1157.282363,3614.405824,3494.731846,725.498386,0,1751.923988,733.9874744,1710.09215,80.89212538,1120.48818,4238.809738,4888.244571,420.4184937,1269.670916,3701.332139,1980.592842,206.3840267,1488.142295,2688.387636,1397.680605,66.50684095,2697.306252,2415.57836,2297.945721,556.7808788,1834.078944,2259.956682,1661.64332,994.6608404,1939.69645,703.8975842,957.1843421,210.3924442,3183.281755,557.3974837,585.4308501,271.0452151,3958.250906,556.9153521,1474.142406,58.48039462,2185.994344,3067.621844,1226.985837,0,1071.056359,1454.849923,2111.911966,334.1188579,997.6701331,1231.489664,1521.693108,551.05056,1417.009693,1847.362873,1180.805735,191.0729566,1599.301946,2132.250677,855.6811628,0,1593.162506,1056.583193,1351.559749,394.8476182
DENOVOPURINE2-PWY,superpathway-of-purine-nucleotides-de-novo-biosynthesis-II,30973.6829,18018.98815,12113.43398,22656.538,25482.22309,26108.74626,23969.75479,19116.23257,22324.14709,16022.13634,27928.09585,29232.39713,15207.73481,20131.31985,18139.41372,12558.34289,15721.61312,15151.06234,13521.32578,16178.89803,18137.93234,13774.91363,19875.92873,18134.99423,17980.14824,21122.55351,15259.1635,21151.05005,22508.99286,22737.18793,15096.94554,14289.25346,17471.44853,21047.07864,24630.40586,28584.74783,15415.55893,15788.35122,29581.45159,28360.54387,27165.65534,27317.32137,22595.13915,23231.45785,28080.68337,21860.32963,20308.97049,19361.42607,23295.93801,21154.14333,37671.65975,27719.05582,27723.8185,30517.91021,31877.36244,22600.79543,30482.21363,29421.09748,28178.57479,27574.49817,29616.98212,12308.84055,36092.22318,35916.11954,31659.476,21612.4394,31617.89167,24224.55501,38019.51784,16395.60678,17039.41742,22496.9408,28687.30085,9231.124184,23327.05282,31753.24161,29843.03159,28862.87292,21347.7721,23236.63942,25235.32047,32455.75566,21731.25399,24730.53017,8702.363184,29333.9531,24996.50555,17753.88513,31081.05289,21350.06373,20923.92355,26471.1741,20216.12392,29393.08698,35662.06875,9195.072165,19657.75977,31491.66282,30044.81365,30454.83115,20518.12231,20906.93714,25572.13354,13291.44764
DHGLUCONATE-PYR-CAT-PWY,glucose-degradation-(oxidative),3256.645426,1703.815652,1241.58231,3522.563949,3072.186134,5152.083071,1973.084498,421.2651391,2293.236862,4846.000558,3083.478479,2295.859752,1642.171594,5786.847776,2094.118761,409.9682111,1510.110127,2995.762974,18828.71382,398.5775382,1407.838324,3922.151713,3473.401207,370.2064202,1641.586535,2949.314922,1902.530157,1559.364597,1887.203298,3797.758705,4105.923589,805.0857865,1309.520272,3059.351807,3228.196884,3426.270154,2619.611787,2052.371793,2943.136029,2959.437514,3173.02411,1631.0523,3586.588729,1812.604659,1398.01001,4417.748282,2596.954944,863.1320702,2820.396532,1026.391959,1531.624515,2148.930419,2680.103499,1495.868487,4064.128374,0,2210.949002,2917.424415,2911.371073,1296.943078,1849.581229,8926.834461,4830.635862,2096.920906,1965.918624,4423.303573,2880.43879,940.3093845,3061.167811,630.2015213,1761.83006,1585.638131,1413.047792,33715.71359,1781.651852,1948.949032,3003.169707,2684.726339,1575.75494,1634.077181,2856.751116,3052.902313,2809.849196,3397.201932,3562.381915,5830.231621,2026.507284,2403.179696,3631.019499,6389.105486,1106.563453,2151.338075,1589.547491,7620.737572,6305.971387,1043.672586,1422.975079,7610.780569,1995.863034,2045.725132,3121.247965,5860.255492,3004.493154,1933.603649
DTDPRHAMSYN-PWY,dTDP-L-rhamnose-biosynthesis-I,26596.47843,13269.28498,8789.085442,18006.28982,20937.95596,26448.81633,18502.49076,12315.59797,19666.06815,19590.79233,22193.76493,22602.12514,12209.5619,24390.17913,15243.84052,12488.38313,12356.80613,17238.63519,27106.27074,8343.115931,14952.47188,17521.77333,18338.39039,10008.59472,16331.26158,23874.81382,13977.40608,14544.29045,19614.68489,25474.96069,15167.30001,10365.92156,12878.15138,24698.07388,22592.49356,20389.20366,13888.00509,17865.71748,26438.11875,21856.14124,23902.59181,34193.60986,23437.44454,14716.67728,19091.46081,29735.18936,17919.57799,11694.08103,22604.98669,26486.27493,30600.97984,21373.60337,25823.38106,34377.72383,29578.34354,11935.24584,29796.92271,33403.76683,25110.76502,18175.72654,24437.90085,46357.43144,32905.13974,27029.84639,22652.10585,35016.27839,28727.17033,17033.72748,30758.70812,12213.98003,15148.9783,13602.2823,23257.62135,42664.37718,12483.71648,20514.64642,24350.38693,34356.46991,17260.24725,13643.66345,20484.55652,39202.50692,17321.43672,19335.1634,10733.1305,32335.1609,19740.34944,16206.94911,22309.12922,26241.25583,17065.55677,17947.62421,10343.72736,36059.47973,31488.55052,6828.645719,14032.72188,37835.72269,22590.17617,18822.5655,12971.38151,24983.77288,21080.30339,9645.417646
ECASYN-PWY,enterobacterial-common-antigen-biosynthesis,1087.21451,417.2847138,456.4173875,0,3296.0068,2098.561516,1698.231069,0,2018.018959,729.4682598,3454.658307,202.9471538,2020.261002,929.3562137,1765.241772,49.78237521,978.9470283,146.7318214,1613.648466,54.3681863,593.9087754,302.7639995,2648.046948,0,1603.934927,780.0809052,3615.094743,1007.394839,2542.498802,290.6611915,4506.652427,244.0796274,2293.002136,1390.876152,2270.806847,915.0498181,2648.167809,194.2984702,3002.672834,267.8450408,667.4534271,2445.939286,4576.319424,462.5027178,661.2456879,782.3974731,1793.924514,102.9293858,3738.324691,535.6490552,3264.752432,621.4936521,3103.962921,823.6173262,2522.543068,76.59901316,1235.796136,2237.857319,3911.826086,196.1975292,1970.939414,110.2965573,2239.145806,1120.153498,1240.527696,1197.534777,2635.223697,207.745615,1229.111356,1028.919613,1334.509478,73.89633045,158.867821,303.4701783,534.7481555,150.0488647,350.5310316,39.39734137,1154.222094,59.69245637,778.3470702,546.4062862,962.6616978,296.1674463,1491.8999,721.745326,1366.606227,473.023236,1416.694182,151.6302925,1283.914161,78.47517123,645.051819,1759.593364,4313.984446,714.0639314,776.930418,3690.766884,3072.791229,952.661394,1108.006789,1531.421859,5493.017513,472.5975056
ENTBACSYN-PWY,enterobactin-biosynthesis,10795.67505,2537.347153,2068.59451,2166.223708,5970.340824,11046.47932,8093.117746,464.0780244,5959.691659,2646.883935,7620.365035,2571.607014,2230.359314,3291.572705,3979.058674,1644.262933,2776.579397,3063.166844,1369.280007,140.2048289,5793.925505,2370.032951,4671.173086,1417.887678,7624.113948,9207.971309,6633.191751,1847.374395,9592.120285,8631.323192,3112.771863,1448.433281,4172.497405,10285.59885,7163.887914,3123.515607,5981.591245,7980.641131,6915.318262,4710.515961,10561.09432,12369.50442,6153.593967,1851.255412,7083.352208,2774.648852,6097.217745,4119.015731,6193.89409,12907.10253,15381.6346,3358.11204,6944.023175,16657.96151,6107.770747,1759.365139,5841.563483,16089.96153,6849.292756,2971.541352,8570.557413,8039.979031,6795.690705,4057.974478,4832.463844,20388.59311,7008.561646,4064.73638,7223.510758,3566.437783,6144.12689,3888.874833,8492.606815,918.5624464,3394.815429,1503.653414,11649.65259,386.0820496,6547.11958,2675.93024,5884.793652,10155.64178,2557.884554,4124.763769,876.822262,5821.663432,7762.973776,3821.307045,2087.220178,4837.378871,6354.297101,1580.615361,2967.865095,16107.43514,7742.977121,2932.078325,4567.638999,22348.35194,5050.111026,3269.020132,5327.239634,7178.012502,7091.824129,2062.588008
FAO-PWY,fatty-acid-&beta;-oxidation-I,32664.11208,12864.77648,8207.824247,17219.58043,22120.72837,31873.12631,17261.32179,5313.893362,17940.31463,21922.31384,22220.84579,21990.6216,16782.78908,26509.63622,14322.99827,7107.039352,13160.73539,17387.21604,45089.29884,3160.152724,13089.54131,22223.98111,22371.4038,3759.661309,15894.81849,38681.92834,13942.07625,13754.69306,22627.0499,48230.53727,25661.152,8939.117667,20671.14376,37238.05395,28018.75638,23463.83693,18804.13628,28673.68496,23365.45923,22689.06714,29070.37905,41744.31908,32366.45704,18499.355,19431.72522,38196.79869,24724.60435,14417.09218,26265.22153,34650.57278,27896.07085,25277.84633,26469.0201,48388.40628,29571.39716,10456.68715,27090.65,44709.90325,28907.66808,12426.38594,23911.18754,81560.07247,28068.15245,24175.1655,21273.8663,55615.83648,28865.72584,17501.91845,42927.65945,10513.35855,16095.41668,14595.0133,18634.48086,75600.11257,10534.74493,25187.47039,27685.84015,14650.33705,14873.86537,17082.75688,20569.21404,44341.1348,21446.36584,25446.41892,20458.28498,36106.47574,14807.04102,20221.13572,24376.37248,32984.66589,10857.09845,18819.04273,14379.61653,59390.29617,37785.09255,7885.30821,10869.91329,62531.75393,19813.18524,19922.43929,18853.16526,31941.375,23668.20625,11242.40343
FASYN-ELONG-PWY,fatty-acid-elongation----saturated,31418.37074,16272.04523,11462.72396,20632.48547,27418.17641,33984.47335,25797.7757,10888.67473,21113.48904,25189.33641,30960.41504,23648.54424,14652.46335,31838.47723,19171.58688,10794.06975,15328.72028,22385.4099,39115.91113,6753.699594,18413.13102,22235.50854,26408.70106,7969.702443,19601.24371,31114.36645,17573.36321,13959.98044,23065.38714,37302.27877,28436.16484,9616.149582,25118.00703,32500.77159,36254.38304,22638.27651,21949.31308,23709.74137,37122.04271,25450.49889,31419.14854,48944.75287,35768.99955,15772.51008,24122.67675,50203.41169,28593.0022,14399.16321,30145.48621,36657.24168,37977.66803,26015.11072,31408.88173,46909.49155,41654.4,11464.79725,30141.28316,43832.33184,35678.62861,15670.18624,33299.81077,74337.59418,41184.91237,27080.20349,29470.20923,41422.78214,36604.61098,18364.90328,40624.15421,23924.09318,20683.72973,12315.82371,30481.36823,68613.04928,34125.2007,27073.24983,28860.92298,48321.53531,19674.00191,19199.3426,24538.54146,54951.71972,24355.21456,22500.28811,16817.43116,44135.54926,27507.42995,19497.47781,28391.0924,36958.0199,21084.11548,22088.06156,22325.40395,48392.34192,43144.48018,8422.922684,14476.40558,49404.61877,27500.42016,23276.81513,19394.9894,30753.5941,29929.74641,10327.54874
