pathway	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
superpathway-of-taurine-degradation	4384.4337	0	0	0	270.03071	0	646.76519	0	1867.00426	188.8416	750.280075	0	84.73881	249.47179	504.24352	0	1206.463806	0	186.08926	0	2536.4126	0	560.27387	0	3356.89604	574.24698	1195.64676	0	2626.64568	554.954284	197.94547	0	788.64157	1806.07887	315.11805	0	1409.17929	244.62848	1114.121	0	5755.866	761.5388	311.40525	0	2581.83051	698.21616	1549.99271	0	1192.98781	664.41696	6802.74514	0	1454.70211	1777.97201	1203.63262	0	1760.21407	2469.61018	1468.5381	90.32756	2489.48911	544.11607	2602.81579	0	1456.90186	791.270018	1648.85699	1385.9372	2956.70655	506.5166	1194.82138	0	4685.1957	0	456.19053	388.09326	6906.0388	0	1137.07078	0	1956.4951	0	603.2805	0	0	0	804.08412	0	0	447.77857	160.05496	0	912.6521	0	0	0	1723.18171	517.19868	771.68671	0	2209.92088	221.2881	539.064771	472.90477
formaldehyde-assimilation-I-(serine-pathway)	7042.9467	0	435.75431	0	293.10832	1842.03706	1066.66312	0	2831.84232	0	1010.626908	0	0	1074.7792	749.31011	0	1901.918967	315.27639	342.9329	0	3917.9505	205.6106	984.05723	0	5057.44006	1962.76875	1847.45066	19.773469	3884.81316	842.60589	376.49871	0	1264.40172	3368.76777	2194.6976	0	2256.80606	823.20652	1519.1589	0	9746.992	438.54821	0	0	4213.96122	1434.40628	2317.86684	0	1762.94067	620.50614	11275.60061	0	1050.7767	3041.52247	1901.67239	0	3184.19581	4303.82505	3508.1825	168.11839	4193.49176	317.38181	3054.93262	0	2292.8397	355.247793	1720.57599	2483.8963	5148.56847	1697.2427	1958.79857	0	7254.9252	6150.75229	762.05244	1073.93791	9936.0743	1687.628174	1730.20051	0	3959.8237	3234.04139	891.3528	0	0	2476.98284	900.41149	0	0	2176.310245	0	0	1479.33512	1979.9359	0	0	2789.48709	1522.65877	1310.7651	0	3338.47353	454.5338	951.456784	851.21114
photorespiration	14875.4124	0	2769.85165	3331.22963	1613.92651	8178.01391	4777.50269	0	8003.1686	1097.113	4669.502737	0	4788.93002	4935.03114	2648.27683	0	5512.763173	2390.97748	1083.25061	134.3195	8562.5504	4339.42456	4649.67152	0	9994.79107	12613.76685	5583.73304	2613.89435	8751.94314	18328.73397	3696.59604	1071.62171	5680.62334	13636.18964	12866.81909	408.44308	6730.23411	9174.52381	9814.4694	5144.36423	15408.61	12431.27584	2322.04216	710.41654	10829.08993	6954.10928	5239.25975	343.01816	5959.70578	10780.31513	19597.34247	439.2599	7972.52396	17891.30443	9746.63506	1875.53311	9891.07101	16930.88189	9436.4124	532.40711	11213.22727	13049.54942	12703.54337	2518.36464	9987.27421	20418.66954	9623.81316	6611.4633	13326.03985	4560.8509	4813.31181	950.44286	15189.9395	11605.06154	2739.00039	5666.08175	17072.5382	4521.819115	5971.22775	0	10528.174	11383.769	2985.5141	863.94467	569.95844	8633.8267	3051.65822	639.5252	4002.3482	8696.262688	1731.34601	1768.82782	5862.74343	14349.49899	1023.97595	453.68543	7373.96921	10625.76247	4726.22487	1346.4126	8088.54232	4335.1662	3974.422517	2303.36079
formaldehyde-assimilation-II-(RuMP-Cycle)	3820.9382	1243.85973	1575.03223	2776.97904	4066.45967	3752.09499	2255.65356	6915.84536	5956.0771	1811.9172	2295.277422	7674.5594	7099.89183	3525.20166	1543.60002	2719.97554	2851.612243	6248.96552	691.23456	3310.41274	2476.1244	4106.26582	2053.33518	2603.23829	3638.95966	5791.80224	2958.1523	5872.696044	6479.96343	5038.898876	292.59999	3356.4289	1541.18984	4813.81621	2883.01636	6615.68629	1960.95473	5455.12742	2818.074	7507.11027	7069.036	5031.44741	1659.78022	10076.44851	11867.12894	1798.23286	3322.71645	12170.68249	3553.58647	9969.14814	11111.6315	4447.7925	3237.6305	4684.86092	5749.32376	12512.66249	2900.8449	3535.63582	4744.5375	8207.75721	2662.80319	5772.23048	5189.06524	12398.73681	4293.904	2542.290925	2926.48932	8728.198	11111.88385	2798.428	2661.09904	5149.61335	7265.623	678.4303	3212.08099	5830.23521	7654.5887	1566.314868	3532.72851	12055.90312	6996.9852	8977.99485	3867.663	9389.30295	925.84087	6694.16397	1755.97178	4694.9536	8276.1679	4039.506735	2050.92022	8540.36005	10241.48586	6245.38467	5377.59819	3317.88875	9172.74375	6074.58837	4222.85218	11835.0781	3975.91504	3760.0869	1420.367933	3129.64255
superpathway-of-C1-compounds-oxidation-to-CO2	0	0	0	0	0	919.6833	0	0	887.25302	0	20.587266	0	594.39406	375.03749	0	0	0	58.44091	0	0	0	0	33.63663	0	0	160.40156	0	6.645541	765.13412	245.51557	0	0	0	178.76857	336.49651	0	0	120.59344	0	0	1.999746	150.23008	0	0	0	106.45399	0	0	0	214.87705	0	0	0	499.37206	0	0	0	473.09305	981.3747	0	0	108.8507	108.50202	0	0	153.824502	0	0	0	528.9653	0	0	344.4839	424.06035	0	0	0	349.032501	0	0	0	1456.96678	0	0	0	1114.95844	0	0	253.212	946.97406	0	0	299.84355	809.61483	0	0	0	148.29553	0	0	0	176.1588	2.665795	0
L-lysine-biosynthesis-II	7063.1981	5617.81606	5355.76685	3115.30879	10667.72871	13077.75817	11677.53922	4304.48197	3382.20794	8646.0882	12350.26267	8317.4751	6291.47435	7894.78795	8914.93006	3348.91876	5539.044718	7905.21265	1831.67253	1477.53201	7775.1708	2968.37278	8225.27448	3661.93652	4972.1004	5311.10964	5967.62224	6174.617396	8242.73955	3300.252706	3041.53373	5773.64663	4300.40327	5450.53251	7969.28034	7996.36332	3429.63854	5867.18675	11310.0416	6649.02612	8798.887	7330.15002	6271.65959	9839.81502	9253.31186	3499.29788	7267.75823	10115.0135	7341.4054	8133.28382	10550.43457	6875.3339	11878.77912	9478.30461	14476.85777	10253.96753	8388.88922	10916.97941	10087.3671	5701.22648	10298.93095	3250.72456	19762.47915	11139.56766	9127.16004	6620.331845	15187.18134	9914.4766	8339.85048	17383.579	8065.89897	4121.74868	7113.2675	235.17585	22400.2269	3468.54967	6656.6395	24377.73367	9042.30019	11607.94339	6515.3349	19161.90574	9001.5598	9070.24701	1436.70016	13692.77013	10345.24099	4848.7566	12042.7856	10726.43526	10549.27294	10920.48547	15441.40768	10197.54117	12119.75774	4150.80779	2448.87542	10384.09557	11156.34583	14228.2038	3222.67115	5907.2989	11106.78478	2857.80838
L-lysine-biosynthesis-III	36301.9068	16561.71669	13007.33397	22273.08709	28355.52713	36301.51396	27009.34466	18233.32333	24544.03495	23694.8083	31365.1267	30702.125	17296.43405	31619.4998	20586.54708	15535.76975	17284.91363	22770.81572	27505.76671	13618.68873	21017.6289	22419.35403	26054.13263	15585.56093	21120.79742	29289.99197	17698.49985	21312.75775	27044.47789	31641.34976	20708.94681	14381.0155	20862.05889	31326.34896	32341.71817	28456.91635	18552.96746	23278.93999	35867.3628	29627.64125	33471.14	42484.63328	32139.55111	22291.67241	29401.37651	34623.46981	25235.51732	19846.65664	30394.23627	34954.00047	42521.4649	29742.1547	33878.54885	43206.84068	42305.04171	20953.19738	36479.81058	40201.34106	35395.2708	27127.55051	34248.05284	48686.31732	42461.6573	36633.3003	33542.39475	39275.71557	38079.42556	25867.149	41616.87308	25537.1872	20023.16875	20048.59419	31638.7902	45894.69997	34807.30295	29199.0002	32832.7084	37259.10262	23304.17645	23631.31183	27307.228	46440.40863	25086.7571	26733.22631	13068.04863	40777.3824	28059.2612	20646.6943	33388.4244	31645.54185	22996.21977	26199.49686	23455.66506	45544.37634	42891.63649	9727.85439	20459.77163	48398.48442	32591.18885	31111.8619	19599.65723	30099.0325	30028.8143	13897.66742
superpathway-of-L-isoleucine-biosynthesis-I	35141.7609	16195.52824	12088.63288	21003.22246	27322.81101	35382.94736	26224.06719	16339.97655	23656.05659	23329.2054	30687.55792	29000.5743	17010.88493	31503.21953	20081.43112	14333.68807	16727.76342	22813.78654	26698.4294	11619.63439	19982.3701	22587.10994	26132.93659	13918.94788	20466.08017	29230.68016	17145.27409	20302.10056	26242.88105	31228.35286	21405.43481	14091.32534	20966.63329	30585.3524	32394.76069	26884.45854	17957.37124	22684.03131	35441.4784	28453.13263	31923.91	41915.12955	32035.39598	21511.42055	27517.45784	33083.15026	24181.0173	17891.46679	29560.69234	33592.61561	40122.27107	28849.8002	33368.27139	41754.66343	41856.86847	19341.01519	36198.5946	39467.56229	34958.4619	24637.35786	33675.29295	49440.78442	42317.41206	35492.45696	32004.48609	37871.46592	37242.34291	24264.966	40904.79958	25461.3529	19614.77652	19023.04387	31090.6699	45159.96325	34655.9205	28011.53799	31597.1366	38375.69765	22366.2523	21141.34127	26485.9901	45787.94328	24492.3661	26047.00619	12890.88153	40043.59586	26875.88814	20333.8802	32597.4853	30801.93553	22218.83913	24750.60017	22582.3042	46035.33968	41298.82937	9151.71445	18737.48006	48534.88632	30293.87164	28594.0676	18870.24183	29714.2579	28982.24795	13363.13662
glycine-betaine-degradation-I	5405.9549	0	1067.14127	270.32105	872.36532	2886.77009	1897.24705	0	3006.74041	1336.2349	1556.456565	0	1103.33754	1013.74151	907.78815	84.40544	2082.463146	659.17634	328.9988	42.35041	4082.1994	559.3405	1444.13703	0	5406.63022	2955.60662	2488.88848	597.723025	2949.84022	4807.415986	1629.58028	965.67715	2636.75799	4267.81235	7386.26009	409.67687	2688.90181	2351.48745	5481.7385	2312.01186	6867.436	3832.78563	1491.39253	51.75755	4010.50857	2807.49005	2656.66861	156.3128	3244.36058	4904.10948	10019.02226	829.2181	4267.65967	4609.71486	4705.76214	713.76026	3257.61301	5997.88143	4057.4151	84.7395	5254.2877	2397.99057	6223.45242	1499.13753	3354.16816	6370.625693	3785.09376	2439.3586	3622.62168	1190.801	2659.09016	313.68506	7325.7129	1442.91008	700.79006	759.35777	7246.2292	1629.698776	2281.46742	0	3821.1827	7073.80578	1661.2852	176.28452	0	2896.13147	1747.52843	205.4857	1607.5792	4085.17499	763.28438	586.54036	2625.89896	4069.94819	0	372.73014	1865.65544	4838.57253	1595.71247	439.0415	3006.40389	1112.8855	1451.007327	439.20942
aerobic-respiration-I-(cytochrome-c)	79456.8408	36994.46966	24501.69316	42009.72225	51177.02964	77553.6056	42481.74068	25954.19742	51650.91803	52058.1412	54270.73625	65041.768	36382.29872	70085.09672	36406.56294	20589.03055	35987.58199	48771.24994	64902.10955	21124.09597	40782.6295	52475.72561	54622.03364	25235.93143	43829.88762	70814.91221	34114.31128	42882.98388	58108.99683	79348.77219	42139.64234	29163.11838	39772.33972	74725.28725	66811.68267	58379.50545	39240.17346	55371.98132	72986.0291	65354.45051	72527.93	104103.3752	63371.42829	48230.54645	59169.44592	79385.54647	47800.24789	37665.76621	61040.91248	84442.0419	87951.34494	66566.9409	65825.32315	103329.4406	89605.99807	35625.80056	78399.14255	90938.62297	69850.7991	51221.85939	64939.89826	129811.8258	77688.26461	73989.23122	60832.80229	93791.50622	75145.08662	53581.9159	82378.88212	47909.1889	36755.49061	41193.9789	71129.5686	113583.563	44272.32504	59167.33257	71000.4948	32231.17653	44205.82135	43235.36691	56693.7593	98805.51768	49216.9886	58254.40309	31596.0129	88077.04104	49190.81714	47494.6049	64952.412	69565.53574	37183.82099	51498.70749	43085.62496	109886.7787	86125.71376	18990.48292	35216.25632	119537.2842	59382.76533	57618.437	41415.10288	70400.0467	55187.38972	29297.54373
sucrose-degradation-II-(sucrose-synthase)	11907.7619	3091.36467	3836.41192	9260.73615	3192.11974	3364.35768	2532.40675	4368.95526	8162.65643	610.4894	3434.081123	7841.6876	4280.44579	3862.01859	3881.82025	3749.86315	4091.632578	1008.12931	2655.96444	5925.51743	6565.3352	1462.86637	4431.68957	7708.63514	6803.8214	0	3888.74215	7095.546795	8346.97363	499.621595	0	6575.96546	1628.07054	3791.95729	5697.46831	9531.70691	4639.5185	941.92658	4474.7455	6806.69014	13934.24	1713.35788	3274.66215	11028.20414	11196.67635	1529.17449	4520.70069	5427.96848	5994.92712	0	14368.73543	9843.6026	6615.74113	3681.45633	9470.56053	10648.48409	3908.16178	4599.39454	4776.4356	11891.53719	9003.26434	0	8047.27871	15563.54515	8967.61854	5422.36401	7899.02706	15372.8273	8347.89927	5241.938	6002.15759	10098.68613	6195.9176	0	4400.41497	7849.46077	8094.7335	0	5455.57685	5793.28302	5436.0596	5377.38984	2115.9455	1964.05707	0	2108.72939	1943.34515	4390.2332	7875.2562	0	3054.49651	8141.69429	3867.81617	0	10535.33087	1050.68233	2656.24161	2828.34937	6166.47382	9035.5331	2173.66616	1054.2589	2629.839661	6108.64469
S-methyl-5-thio-&alpha;-D-ribose-1-phosphate-degradation	0	0	0	0	0	451.63628	0	0	0	234.1974	210.186991	0	0	0	0	0	1022.92759	0	0	0	335.9998	0	0	0	0	0	598.60763	0	529.85074	0	0	0	0	545.26761	0	0	0	261.74618	0	0	0	233.10541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490.7808	0	0	0	0	0	0	0	109.62994	0	0	0	193.03303	262.2909	0	0	0	0	0	0	0	771.057219	0	0	0	0	0	0	488.6831	201.42283	0	0	1192.7623	0	0	0	353.98516	0	0	0	0	212.67131	0	0	0	0	0	0
creatinine-degradation-II	4124.7792	0	0	0	0	242.52018	424.54318	0	1363.34788	0	404.580163	0	0	0	356.44787	0	896.215363	195.92617	185.62998	0	2034.9265	0	378.06905	0	2656.81083	1020.76485	828.43831	0	2189.56936	375.885838	0	0	491.95875	1623.19409	0	0	1051.85949	463.07572	547.2999	0	6227.732	0	0	0	2225.76287	484.49513	1291.16594	0	795.16795	0	6804.81473	0	0	662.61702	0	0	1536.69007	1350.86104	429.6513	99.57584	2020.48273	0	1145.21302	0	929.156	124.236743	636.52813	1236.4065	2805.21015	337.7683	1080.94152	0	3893.0044	0	352.48776	424.86756	6394.5513	0	781.15302	0	1984.4896	0	446.1615	0	0	0	444.76273	0	0	0	0	0	592.85456	55.43363	0	0	1599.19196	728.19622	604.84934	0	1754.77155	0	0	475.63953
urea-cycle	9228.8421	4164.41301	2722.78014	3197.91242	4339.53109	12669.5635	8622.70978	2854.74265	6279.62391	10996.8098	4891.116839	7896.4422	6263.07427	11314.1985	4200.38896	2644.2364	5831.568854	9234.0394	1269.88912	2807.03222	7547.5669	8962.73646	7145.86247	2899.398	7683.17392	13187.54748	5493.00592	6403.06535	8214.53275	13127.31425	3087.87634	5123.78842	4899.78963	14381.59488	10908.4355	7877.43763	4307.82003	11122.22401	10852.5503	9543.32259	12717.76	21260.03186	6136.11852	8581.9789	9565.24008	11223.50714	5887.93055	7876.5727	8336.11558	17478.43987	15576.11014	7011.3864	7179.86375	21543.44491	14773.41905	9741.63365	7811.22027	16837.92262	13526.9876	4902.25673	10255.57765	11634.12385	11415.36707	9690.46359	8928.32836	13458.14603	10098.17352	8909.0149	7368.53779	16867.3198	5252.89833	4813.92933	12145.6428	8340.72438	23838.30306	5686.36988	11819.3954	7612.952827	5331.01569	9377.46426	8221.9604	22756.70301	8227.2884	7662.246	4950.3482	14846.21421	4200.38898	7369.3551	11717.2183	13108.27941	2965.74448	7089.60666	14789.69633	14778.01389	9507.17424	2478.89641	4079.02394	14329.57745	6256.89245	11165.6577	6676.75155	10792.2294	3929.543559	2547.60106
biotin-biosynthesis-II	6314.4407	1277.98522	2967.07996	5442.03435	2735.44235	1321.59015	1681.44174	2935.04145	4583.61224	365.2436	2493.37045	6090.7482	4548.18554	1512.83507	2315.31726	1477.1273	2282.933269	405.02679	820.59069	3245.39343	2600.2892	582.79469	1518.19019	4952.82266	2860.38302	661.37201	2023.26211	4108.215993	5842.13845	258.823454	175.91063	2669.49758	1928.02381	1033.59505	1892.63134	4176.36244	1441.15148	1110.80325	2482.2708	3986.92582	7312.719	314.14773	1145.21598	7925.16589	7181.7374	990.49392	3355.05326	8389.17719	2166.02897	504.46013	7348.4541	6674.1505	2657.06295	1209.88139	5652.45154	9607.77205	2575.52414	1456.84035	4035.4301	5243.92552	4654.84486	321.55405	3329.93124	8568.0956	5331.39719	1861.931836	4229.14616	9922.2294	3255.06263	2787.0517	2726.67265	4228.99282	3672.6248	0	1369.26244	7536.41952	4338.3543	253.733906	2699.01424	8148.2932	3673.8638	1706.63978	3307.9041	5857.10113	287.02797	3068.61825	2811.47905	2536.7654	5065.5195	629.055217	1971.81028	6042.8431	5396.35486	38.37048	5545.45448	1856.21663	2395.39865	1000.18755	6053.26171	7315.627	2005.09962	545.1761	2525.277674	3720.15729
4-aminobutanoate-degradation-V	16021.7035	5496.43995	4224.82419	10253.32506	11002.35932	18324.54767	11303.75195	4092.29947	8918.84624	9255.5742	10442.6202	14191.871	7899.3236	13225.54911	7762.25828	2694.90356	7028.435684	10459.87705	23740.1366	3407.65691	8170.4516	10169.94086	12453.35843	3994.91235	7995.3027	15741.29424	6987.03422	9681.674449	13364.97721	19367.8041	6509.39838	7795.38724	6603.64014	17074.89948	12130.0025	13907.76718	8523.85952	14034.83955	12482.152	12189.2417	15985.15	17878.2708	11957.36485	12136.39558	10961.72194	13719.1996	8323.85808	9525.30479	12378.48872	20394.57761	15858.98399	14630.3444	13107.72766	22276.48153	16855.515	8277.02296	19945.79382	21132.56756	14773.277	9593.27267	14042.97083	40737.70717	14906.30635	16493.29212	13248.05509	24240.69815	15364.82464	11694.4307	18398.16616	16152.765	7684.74378	8339.43569	10089.3353	32244.51398	22650.2274	14683.47697	13317.889	6101.407679	8576.88665	11377.99233	11977.4122	21846.70499	11980.9972	15350.86671	7014.43503	19256.74093	8482.63622	10608.8708	13581.2773	15706.91258	7371.45056	11322.54663	12996.10342	30100.08929	17471.8492	4150.27129	6415.4984	36860.00124	11359.82106	14154.2795	9701.34287	17644.8483	9274.127239	6883.9359
L-histidine-degradation-II	4569.3387	2272.59397	1873.8482	4850.23308	6588.15161	7933.85349	3617.61849	649.62203	4100.85478	7610.4763	6510.883781	4026.1006	4475.83879	8610.72827	4394.42582	1238.77723	2973.200297	4726.18502	21677.44464	840.86785	2586.1229	6449.83064	6000.06764	602.69693	2970.94148	8035.00948	3619.46041	3373.085777	4165.81126	9944.928412	9164.87498	1569.31781	2990.23053	6769.01727	6601.60871	6049.38234	3426.0644	4372.72284	5118.615	4008.8856	4824.756	7556.28572	7568.79777	3479.82342	2245.22403	7287.15714	3531.80135	1482.54089	5797.03772	4367.18591	2726.4651	3488.7615	6171.23577	10701.03553	7797.45976	665.08844	4608.21081	7422.66259	6000.8243	2180.61041	3743.70084	11760.06889	7551.36727	3700.62975	3351.29083	6617.717253	5919.2266	1532.4001	5173.39193	1009.1002	2239.7591	2771.01149	2291.0969	35520.10993	3054.05069	2785.83056	4787.3579	3248.390267	2339.2556	2842.8381	4689.6534	3918.04829	4578.288	5290.28211	5860.6779	8444.19515	3213.15549	4505.2813	7128.3376	8037.015744	2045.08898	3526.76162	3109.54628	12103.72866	12007.95937	1660.89393	2642.17181	10739.18462	5254.38771	4111.455	4638.71177	9419.1272	8464.311754	2753.39016
L-glutamate-degradation-VIII-(to-propanoate)	2247.362	297.91542	1643.96501	3066.6505	2973.25518	1392.57208	1836.03121	2445.49361	1282.2508	0	2862.07001	3045.018	639.19046	0	2009.48098	269.18052	1630.443523	0	212.14178	4796.36137	2085.6499	0	252.23881	5923.68321	1518.40166	0	1308.17611	1944.969792	2388.90618	0	0	799.11554	2584.49716	0	801.76368	3039.06072	0	0	2582.0815	3673.78948	1052.722	0	0	1631.54078	3732.27143	0	696.20584	0	2148.13183	211.83728	2363.342	3695.2273	2722.65772	0	2415.35819	3438.71046	2157.85863	0	3098.8034	3266.49372	3392.69517	0	2160.22448	3315.21622	5344.82352	0	3370.71813	1282.1663	3078.29801	159.4164	1254.63949	1579.53984	2074.8624	0	0	5926.71812	2137.04	0	1331.33133	988.78416	1684.3321	0	1666.3336	1291.63122	0	470.12216	2373.35595	0	3214.2805	14.329766	1924.86141	2431.89998	779.73113	266.0592	4928.66129	514.14917	1197.2182	0	5032.3217	2944.4874	2157.08209	0	4956.368338	1087.84829
L-lysine-biosynthesis-VI	34583.6	15987.67785	12024.35422	21587.09067	26663.99948	35035.13618	24307.4047	14678.01404	23382.16804	22174.8407	29873.69583	28154.043	16110.79874	30172.32503	19153.46227	14889.75508	16338.41495	20591.64859	28633.91662	11726.92392	19341.5059	21041.66892	24600.34061	13365.36939	19898.74221	27410.04013	16625.72255	19572.32905	24991.44322	30440.56655	20370.77461	12869.4074	20032.08259	29827.09787	30552.8283	26706.95433	17816.93426	21598.13273	33736.6438	27223.11649	31489.58	39611.21471	30835.00375	19749.28521	25948.19549	33362.15297	23817.57475	16103.14801	28841.36107	32299.79745	39035.53497	27849.6657	31733.44553	40645.84497	39267.583	16907.50105	34985.80609	38121.95214	33119.2826	23985.74823	32213.43838	48107.87697	38600.99482	33575.30879	31124.57575	37734.97252	34853.8029	23599.3975	38970.93957	19078.5448	18681.80352	17997.20402	29290.6158	47782.92108	23268.31954	27282.33929	30723.1957	24487.12972	20996.22761	20117.99903	25577.1026	42439.16526	23009.4403	25186.54917	12938.13607	38454.3462	26605.82161	18983.0116	29816.103	30766.4715	21247.88493	24289.964	17888.15085	44243.07189	41044.77824	9064.37768	17806.32724	46917.47494	29653.37113	26976.5561	18719.04003	29519.0068	28342.7009	13255.90915
pyruvate-fermentation-to-acetate-and-lactate-II	25105.3665	27017.60192	11029.29739	23371.68494	18755.09562	21708.89229	18049.2537	28848.61106	18381.46957	8163.598	20211.51541	27313.9284	12837.25103	13519.07508	14171.69822	13976.69245	14043.0218	10667.12875	3795.20071	19788.84209	15434.0372	6562.58731	14455.88042	19067.03312	15015.73688	9855.94756	11955.81051	22051.23582	18343.75352	7857.264876	5128.9536	15246.8048	9956.11328	11719.7309	15563.40734	29579.79179	9702.05511	10157.10485	21502.0202	23186.16335	23972.56	11511.69591	12905.78994	26190.85297	25096.71952	6712.3974	14612.96761	21098.1578	16659.49821	16230.25291	31745.35318	23075.3798	21285.99341	18381.26011	24583.86349	24034.2311	27728.27596	16869.68865	20290.2155	30172.6397	23429.0103	10798.46216	27792.22883	35135.6788	28370.30749	12706.99885	24564.0085	24238.0254	32033.72678	19944.58	15371.75141	23351.99658	22629.5094	913.13612	28510.38188	28792.59137	25927.0691	40760.38379	18946.91066	24134.56719	21850.4565	25300.38866	17470.0218	23911.16355	2733.30843	23430.6421	18304.34268	13943.6957	28867.4982	16124.05685	18139.96844	30215.44407	19758.04174	19852.11191	24996.79508	9276.29438	24573.59462	21985.99085	26832.82723	32244.5053	17314.34844	13279.014	17507.43895	12452.47603
L-isoleucine-biosynthesis-II	44422.2145	19679.23233	13721.00379	24474.36701	31996.33338	46716.45386	30436.48221	14291.77861	28925.95377	29619.6109	36237.91304	34872.9277	21482.64279	38602.69778	24595.9947	18416.0648	20306.92719	31626.21721	33073.32507	11198.53937	25434.6058	29329.75625	32622.52605	13862.4676	27161.6765	44383.49588	21215.11237	22837.40473	33361.808	50138.54385	22517.07385	17661.86145	25150.42018	46146.05298	43062.27582	32579.48938	22567.77165	34128.78813	44079.2693	33592.46685	41470.46	58077.61142	33851.37482	26137.69081	32165.52843	39494.26227	27802.72264	19521.21347	35473.09945	52042.52102	51608.21024	34978.6436	41186.43674	58738.7271	52443.88894	20752.93481	47026.58775	54229.88044	43409.4623	25940.19445	42564.57727	64849.93666	53882.1275	41599.34052	39486.77213	54833.5468	47618.51168	30237.9195	47022.83461	31007.2707	23961.56191	21423.58038	38980.0167	59032.41376	40449.06224	30670.04973	39627.2927	48897.63254	27079.93465	23566.62189	31886.0789	66628.56539	29676.362	31519.66907	16381.13635	53516.07885	31221.86307	25816.5167	37773.3973	42810.87357	25787.59072	28767.04651	27330.95913	63441.46108	50516.84134	10710.37664	18986.72107	65301.15202	34669.25462	31873.6797	21851.85014	39406.4572	34860.36635	15543.59686
